"district_hospital_uuid","district_hospital_name","health_center_uuid","health_center_name","clinic_uuid","clinic_name","period_start","period_start_epoch","facility_join_field","count_population_female_btwn_15_and_49","count_fp_screened","count_fp_referrals","percent_fp_referrals","count_successful_fp_referrals","percent_successful_fp_referrals","count_wcba_screen_fp","count_wcba_using_modern_fp","percent_wcba_screen_fp","percent_wcba_using_modern_fp","count_art_wcba_using_implant","count_art_wcba_using_condom","count_wcba_using_depo","count_wcba_using_injectibles","count_wcba_using_pills","count_wcba_using_tube_ligation","count_wcba_using_iucd","count_wcba_using_implant","count_pregnancies_registered","count_pregnancies_visited","percent_pregnancies_visited","count_anc_danger_signs_bleeding","count_anc_danger_signs_swelling","count_anc_danger_signs_fever","count_anc_danger_signs_headaches_dizziness_blurry_vision","count_anc_danger_signs_lower_abdominal_pain","count_anc_danger_signs_convulsions","count_pregnancies_registered_first_trimester","percent_pregnancies_registered_first_trimester","count_births_registered","count_births_with_gte_4_anc_visits","percent_births_with_gte_4_anc_visits","count_births_at_home","count_births_enroute_facility","percent_births_at_home","percent_births_enroute_facility","count_pnc_danger_signs_convulsions","count_pnc_danger_signs_vaginal_bleeding","count_pnc_danger_signs_foul_vaginal_discharge","count_pnc_danger_signs_headache","count_pnc_danger_signs_fever","count_pnc_danger_signs_at_3_days","count_pnc_danger_signs_at_5_days","count_pnc_women","count_pnc_women_with_gte_2_visits","percent_pnc_women_with_gte_2_visits","count_maternal_deaths","count_maternal_deaths_community","percent_maternal_deaths_community"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","fdd6b818-08f5-4b53-ad1d-9b1b576320c6","Evelyn William Area","All","All","01-Mar-2019","1551398400","fdd6b818-08f5-4b53-ad1d-9b1b576320c6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","fdd6b818-08f5-4b53-ad1d-9b1b576320c6","Evelyn William Area","All","All","01-Apr-2019","1554076800","fdd6b818-08f5-4b53-ad1d-9b1b576320c6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Oct-2018","1538352000","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Nov-2018","1541030400","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Dec-2018","1543622400","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Jan-2019","1546300800","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Feb-2019","1548979200","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Mar-2019","1551398400","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","Falles Patrick Area","All","All","01-Apr-2019","1554076800","60eec73d-33af-4f9e-b9e9-49aa589ae3a4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Oct-2018","1538352000","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Nov-2018","1541030400","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Dec-2018","1543622400","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Jan-2019","1546300800","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Feb-2019","1548979200","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Mar-2019","1551398400","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","b61bf844-2cfe-4d5c-9218-884a87f17e25","Fideria Mponda Area","All","All","01-Apr-2019","1554076800","b61bf844-2cfe-4d5c-9218-884a87f17e25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Oct-2018","1538352000","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Nov-2018","1541030400","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Dec-2018","1543622400","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Jan-2019","1546300800","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Feb-2019","1548979200","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Mar-2019","1551398400","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3271451d-3dd3-4912-98e6-7fd48711d41d","Florah Thomas Area","All","All","01-Apr-2019","1554076800","3271451d-3dd3-4912-98e6-7fd48711d41d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Oct-2018","1538352000","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Nov-2018","1541030400","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Dec-2018","1543622400","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Jan-2019","1546300800","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Feb-2019","1548979200","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Mar-2019","1551398400","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","8699e939-31ad-44d5-bf37-9b4c2c90983d","Foaster Malunga Area","All","All","01-Apr-2019","1554076800","8699e939-31ad-44d5-bf37-9b4c2c90983d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Oct-2018","1538352000","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Nov-2018","1541030400","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Dec-2018","1543622400","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Jan-2019","1546300800","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Feb-2019","1548979200","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Mar-2019","1551398400","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","609a6340-ff6a-4e8b-9c74-b6160e49b160","Foster Malunga","All","All","01-Apr-2019","1554076800","609a6340-ff6a-4e8b-9c74-b6160e49b160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Oct-2018","1538352000","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Nov-2018","1541030400","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Dec-2018","1543622400","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Jan-2019","1546300800","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Feb-2019","1548979200","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Mar-2019","1551398400","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","16c6124b-c681-4232-8534-bdc1b0c32e35","Francis Kamenula Area","All","All","01-Apr-2019","1554076800","16c6124b-c681-4232-8534-bdc1b0c32e35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Oct-2018","1538352000","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Nov-2018","1541030400","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Dec-2018","1543622400","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Jan-2019","1546300800","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Feb-2019","1548979200","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Mar-2019","1551398400","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","9524f59b-f675-4a1d-9563-769ebad909d5","Frank Drawo Area","All","All","01-Apr-2019","1554076800","9524f59b-f675-4a1d-9563-769ebad909d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Oct-2018","1538352000","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Nov-2018","1541030400","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Dec-2018","1543622400","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Jan-2019","1546300800","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Feb-2019","1548979200","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Mar-2019","1551398400","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","Gelard Julio Area","All","All","01-Apr-2019","1554076800","2c944bc7-0fdd-4d1e-a02f-21ef6af0b701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","156c69d4-0118-44ab-9bdc-3e3c797d38d5","Geoffrey Kanyang'ama","All","All","01-Oct-2018","1538352000","156c69d4-0118-44ab-9bdc-3e3c797d38d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","156c69d4-0118-44ab-9bdc-3e3c797d38d5","Geoffrey Kanyang'ama","All","All","01-Nov-2018","1541030400","156c69d4-0118-44ab-9bdc-3e3c797d38d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","156c69d4-0118-44ab-9bdc-3e3c797d38d5","Geoffrey Kanyang'ama","All","All","01-Dec-2018","1543622400","156c69d4-0118-44ab-9bdc-3e3c797d38d5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
